Downloaded from PINT v8.0.0 at 2022/01/19 11:07:33

SELECT RefIncluded.[UID], RefIncluded.[REF], RefIncluded.[IDENT], RefIncluded.[SLAT],RefIncluded.[SLONG], RefIncluded.[AGE], RefIncluded.[DAGE], RefIncluded.[INTM], RefIncluded.[NINT], RefIncluded.[B], RefIncluded.[DB], RefIncluded.[DB%], RefIncluded.[DBN(%)], RefIncluded.[VDM], RefIncluded.[VADM], RefIncluded.[VDM/VADM], RefIncluded.[QAGE], RefIncluded.[QSTAT], RefIncluded.[QTRM],RefIncluded.[QALT],RefIncluded.[QMD], RefIncluded.[QACN], RefIncluded.[QTECH], RefIncluded.[QLITH],RefIncluded.[QMAG],RefIncluded.[QDIR], RefIncluded.[QPI]  FROM PINTmethodsLookup INNER JOIN RefIncluded ON PINTmethodsLookup.[UID] = RefIncluded.[UID] WHERE (RefIncluded.[AGE] >= 0.05) AND (RefIncluded.[AGE] <= 3) AND ((PINTmethodsLookup.[T+]=Yes) OR (PINTmethodsLookup.[LTD-T+]=Yes) OR (PINTmethodsLookup.[LTD-DHT-S]=Yes) OR (PINTmethodsLookup.[M+]=Yes)) AND (RefIncluded.[NINT] >= 3) ORDER BY RefIncluded.[UID];

UID | REF | IDENT | SLAT | SLONG | AGE | DAGE | INTM | NINT | B | DB | DB% | DBN(%) | VDM/VADM | VDM | VADM | QAGE | QSTAT | QTRM | QALT | QMD | QACN | QTECH | QLITH | QMAG | QDIR | QPI
0237 | 26 | RA03 | -21.0 | 55.5 | 0.083 |  | T+ | 5 | 31.900 | 6.300 | 20 | 31.2 |  | 6.630 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
0239 | 26 | RA05 | -21.0 | 55.5 | 0.085 |  | T+ | 3 | 54.200 | 9.500 | 18 | 31.1 |  | 8.811 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
0240 | 26 | RA06 | -21.0 | 55.5 | 0.086 | 0.003 | T+ | 4 | 47.900 | 6.900 | 14 | 23.6 |  | 8.087 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
0241 | 26 | RA07 | -21.0 | 55.5 | 0.087 |  | T+ | 3 | 45.300 | 3.200 | 7 | 12.3 |  | 7.971 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
0242 | 26 | RA09 | -21.0 | 55.5 | 0.089 |  | T+ | 4 | 44.000 | 5.100 | 12 | 18.9 |  | 7.712 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
0247 | 26 | RA17 | -21.0 | 55.5 | 0.098 | 0.004 | T+ | 3 | 47.800 | 8.200 | 17 | 30.4 |  | 9.874 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
0259 | 28 | F72 | 21.4 | 201.9 | 1.9 | 0.1 | T+ | 3 | 41.000 | 3.000 | 7 | 12.7 |  | 5.564 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
0260 | 28 | O27 | 21.4 | 201.9 | 3 | 0.4 | T+ | 4 | 23.000 | 9.000 | 39 | 71.1 |  | 5.812 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2
0261 | 28 | O28 | 21.4 | 201.9 | 3 | 0.4 | T+ | 4 | 41.000 | 5.000 | 12 | 19.9 |  | 10.367 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2
0262 | 28 | O35 | 21.4 | 201.9 | 3 | 0.4 | T+ | 8 | 7.000 | 1.000 | 14 | 20.5 |  | 1.807 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
0264 | 28 | O42 | 21.4 | 201.9 | 3 | 0.4 | T+ | 6 | 21.000 | 2.000 | 10 | 14.2 |  | 4.271 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1105 | 93 | Zao 05 | 38.1 | 140.5 | 0.21 | 0.02 | T+ | 12 | 30.600 | 7.400 | 24 | 33.1 |  | 5.377 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1106 | 93 | Zao 10 | 38.1 | 140.5 | 0.26 | 0.02 | T+ | 5 | 94.600 | 40.600 | 43 | 75 |  | 13.167 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1107 | 93 | Zao 04 | 38.1 | 140.4 | 0.28 | 0.03 | T+ | 5 | 63.600 | 13.800 | 22 | 34.5 | 12.500 | 12.306 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1109 | 93 | Zao 02 | 38.1 | 140.5 | 1 |  | T+ | 5 | 32.400 | 4.900 | 15 | 23.6 | 7.100 | 7.200 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1110 | 97 | FLY | 50.1 | 7.0 | 0.064 | 0.026 | T+ | 6 | 62.000 | 2.700 | 4.4 | 6.5 |  | 10.065 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1111 | 97 | DLO | 50.1 | 7.0 | 0.4 | 0.4 | T+ | 7 | 53.500 | 7.800 | 14.6 | 21.4 | 7.900 | 7.846 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1112 | 97 | EM1 | 50.2 | 6.8 | 0.4 | 0.4 | T+ | 5 | 40.800 | 2.600 | 6.4 | 9.8 |  | 5.913 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1113 | 97 | EMU | 50.2 | 6.8 | 0.4 | 0.4 | T+ | 7 | 39.500 | 2.900 | 7.3 | 10.7 |  | 6.329 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1114 | 97 | FLSO | 50.2 | 6.7 | 0.4 | 0.4 | T+ | 5 | 26.400 | 1.000 | 3.8 | 5.8 | 4.400 | 4.457 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1115 | 97 | FW | 50.2 | 6.6 | 0.4 | 0.4 | T+ | 6 | 15.500 | 1.700 | 11 | 16.4 |  | 2.790 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1116 | 97 | GI | 50.3 | 6.7 | 0.4 | 0.4 | T+ | 5 | 23.600 | 3.900 | 16.5 | 25.9 |  | 3.985 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1117 | 97 | GOS | 50.3 | 6.7 | 0.4 | 0.4 | T+ | 5 | 29.100 | 2.100 | 7.2 | 11.2 | 4.600 | 4.663 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1118 | 97 | HA | 50.2 | 6.7 | 0.4 | 0.4 | T+ | 5 | 28.400 | 3.700 | 13 | 20.3 |  | 4.671 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1119 | 97 | KB | 50.2 | 6.7 | 0.4 | 0.4 | T+ | 6 | 33.600 | 2.000 | 6 | 8.9 |  | 4.761 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1120 | 97 | MO | 50.1 | 6.8 | 0.4 | 0.4 | T+ | 11 | 44.100 | 3.900 | 8.8 | 12 |  | 6.975 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1121 | 97 | MOW | 50.1 | 6.8 | 0.4 | 0.4 | T+ | 6 | 55.600 | 5.300 | 9.5 | 14.3 |  | 8.461 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1122 | 97 | ST | 50.3 | 6.8 | 0.4 | 0.4 | T+ | 11 | 49.600 | 4.300 | 8.7 | 11.8 |  | 8.052 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1123 | 97 | WA | 50.1 | 6.9 | 0.4 | 0.4 | T+ | 11 | 47.100 | 6.000 | 12.7 | 17.4 | 7.700 | 7.646 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1124 | 97 | WO | 50.3 | 6.7 | 0.4 | 0.4 | T+ | 5 | 54.400 | 2.900 | 5.3 | 8.2 | 8.600 | 8.493 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1125 | 97 | SR | 50.3 | 6.7 | 0.48 | 0.03 | T+ | 5 | 26.900 | 3.000 | 11.2 | 17.3 |  | 3.771 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1126 | 97 | U | 50.2 | 6.8 | 0.51 | 0.03 | T+ | 6 | 30.400 | 2.600 | 8.6 | 12.8 | 4.800 | 4.746 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1127 | 97 | KH1 | 50.3 | 6.7 | 0.528 | 0.016 | T+ | 6 | 7.100 | 1.300 | 18.3 | 27.8 |  | 0.976 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1128 | 97 | DO | 50.2 | 6.8 | 0.541 | 0.014 | T+ | 5 | 49.700 | 4.300 | 8.7 | 13.4 | 8.000 | 10.776 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1129 | 97 | AK | 50.3 | 6.7 | 0.545 | 0.022 | T+ | 5 | 22.100 | 1.700 | 7.7 | 11.9 |  | 3.067 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1130 | 97 | NEK | 50.2 | 6.8 | 0.548 | 0.014 | T+ | 17 | 26.700 | 6.400 | 24 | 31.3 | 3.800 | 3.636 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1131 | 97 | RI | 50.2 | 6.8 | 0.55 | 0.03 | T+ | 5 | 43.600 | 3.100 | 7.1 | 11 |  | 7.848 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1132 | 97 | SK | 50.3 | 6.6 | 0.55 | 0.4 | T+ | 5 | 41.300 | 2.700 | 6.5 | 10.1 | 5.800 | 5.852 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1133 | 97 | SM | 50.1 | 6.9 | 0.55 | 0.4 | T+ | 6 | 34.500 | 3.500 | 10.1 | 15.2 |  | 5.528 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1134 | 97 | SMA | 50.1 | 6.9 | 0.55 | 0.4 | T+ | 7 | 49.300 | 7.900 | 16 | 23.5 |  | 8.763 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1135 | 97 | KAS | 50.3 | 6.7 | 0.553 | 0.02 | T+ | 7 | 23.500 | 1.700 | 7.2 | 10.5 |  | 3.576 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3
1136 | 97 | KAH | 50.2 | 6.8 | 0.555 | 0.005 | T+ | 12 | 27.500 | 1.400 | 5.1 | 6.8 | 3.800 | 3.855 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1137 | 97 | AV3 | 50.2 | 6.7 | 0.556 | 0.022 | T+ | 6 | 52.200 | 3.400 | 6.5 | 9.7 |  | 7.565 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1138 | 97 | GO | 50.2 | 6.8 | 0.556 | 0.025 | T+ | 5 | 11.100 | 0.700 | 6.3 | 9.7 |  | 1.850 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1139 | 97 | RK | 50.2 | 6.6 | 0.573 | 0.013 | T+ | 20 | 21.200 | 2.400 | 11.3 | 14.3 | 3.200 | 3.147 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1140 | 97 | AH | 50.2 | 6.9 | 0.577 | 0.016 | T+ | 20 | 23.200 | 2.000 | 8.6 | 10.9 |  | 3.324 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1141 | 97 | RO | 50.3 | 6.6 | 0.58 | 0.11 | T+ | 5 | 33.600 | 1.400 | 4.2 | 6.4 |  | 4.576 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3
1142 | 97 | FI | 50.2 | 6.8 | 0.59 | 0.05 | T+ | 6 | 31.800 | 6.100 | 19.2 | 29.2 |  | 4.609 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1143 | 97 | DBK | 50.3 | 6.8 | 0.616 | 0.053 | T+ | 26 | 22.700 | 1.900 | 8.4 | 10.3 |  | 3.120 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1144 | 97 | BY1 | 50.2 | 6.7 | 0.63 | 0.112 | T+ | 16 | 7.900 | 0.800 | 10.1 | 13.1 |  | 1.801 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1145 | 97 | SW | 50.2 | 6.7 | 0.722 | 0.038 | T+ | 6 | 17.900 | 1.600 | 8.9 | 13.4 |  | 2.460 |  | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
1146 | 98 | EK | 50.4 | 7.1 | 0.4 | 0.4 | T+ | 9 | 29.100 | 7.500 | 25.8 | 37 |  | 4.485 |  | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1147 | 98 | KP | 50.4 | 7.1 | 0.4 | 0.4 | T+ | 5 | 31.000 | 7.200 | 23.2 | 37.1 |  | 4.778 |  | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1148 | 99 | 1 | 37.8 | 14.9 | 0.061 | 0.005 | T+ | 4 | 50.500 | 13.300 | 26 | 44.8 | 8.700 |  |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1150 | 99 | 4 | 37.8 | 14.9 | 0.08 | 0.002 | T+ | 3 | 15.200 | 1.700 | 11 | 19.6 | 2.700 |  |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1151 | 99 | 5 | 37.8 | 14.9 | 0.08 | 0.003 | T+ | 3 | 43.600 | 14.600 | 33 | 64.1 |  | 10.347 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1153 | 99 | 7 | 37.8 | 14.9 | 0.108 | 0.004 | T+ | 4 | 31.000 | 33.000 | 106 | 814.1 |  | 5.776 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1154 | 99 | 9 | 37.8 | 14.9 | 0.126 | 0.003 | T+ | 4 | 16.000 | 4.500 | 28 | 48.2 |  | 3.531 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1155 | 99 | 11 | 37.8 | 14.9 | 0.136 | 0.004 | T+ | 3 | 35.500 | 59.000 | 166 | 218.7 |  | 6.995 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1157 | 99 | 13 | 37.8 | 14.9 | 0.165 | 0.004 | T+ | 5 | 55.900 | 15.100 | 27 | 43.7 |  | 11.941 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1171 | 104 | NM | 50.4 | 7.3 | 0.125 | 0.025 | T+ | 6 | 50.400 | 3.800 | 8 | 11.3 |  | 8.108 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
1172 | 104 | KK | 50.5 | 7.3 | 0.2 | 0.1 | T+ | 5 | 57.600 | 5.200 | 9 | 14 |  | 8.799 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1173 | 104 | ML | 50.5 | 7.3 | 0.2 | 0.1 | T+ | 5 | 33.500 | 1.500 | 4 | 6.9 |  | 5.403 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1174 | 104 | NS | 50.4 | 7.3 | 0.2 | 0.1 | T+ | 4 | 59.000 | 18.600 | 32 | 54.9 |  | 8.867 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 3
1175 | 104 | RB,KR | 50.4 | 7.3 | 0.2 | 0.1 | T+ | 10 | 48.500 | 6.300 | 13 | 17.9 |  | 6.559 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1176 | 104 | RO | 50.4 | 7.3 | 0.2 | 0.1 | T+ | 8 | 52.000 | 6.600 | 13 | 18.1 |  | 7.298 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1177 | 104 | SA | 50.4 | 7.4 | 0.2 | 0.1 | T+ | 5 | 46.000 | 4.600 | 10 | 15.5 |  | 7.154 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1178 | 104 | TB | 50.4 | 7.4 | 0.202 | 0.013 | T+ | 6 | 52.200 | 5.200 | 10 | 14.9 |  | 7.513 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1179 | 104 | PL,EI1 | 50.4 | 7.4 | 0.213 | 0.04 | T+ | 7 | 35.600 | 3.400 | 10 | 13.9 |  | 5.324 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1180 | 104 | BB | 50.5 | 7.2 | 0.236 | 0.05 | T+ | 5 | 55.200 | 3.900 | 7 | 10.9 |  | 7.900 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1181 | 104 | PH | 50.4 | 7.4 | 0.238 | 0.02 | T+ | 5 | 30.400 | 4.100 | 13 | 21 |  | 6.110 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
1182 | 104 | KB | 50.4 | 7.4 | 0.243 | 0.065 | T+ | 7 | 30.100 | 2.700 | 9 | 13.1 |  | 4.425 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1183 | 104 | DB | 50.5 | 7.2 | 0.246 | 0.053 | T+ | 7 | 61.600 | 4.800 | 8 | 11.3 |  | 10.266 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1184 | 104 | HS,TH1 | 50.4 | 7.3 | 0.35 | 0.05 | T+ | 6 | 51.100 | 1.800 | 4 | 5.2 |  | 8.274 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1185 | 104 | FK | 50.5 | 7.3 | 0.366 | 0.04 | T+ | 6 | 29.400 | 1.300 | 4 | 6.6 |  | 4.626 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1186 | 104 | ET, MY1,MY2,MY3 | 50.3 | 7.2 | 0.4 | 0.4 | T+ | 15 | 45.300 | 4.400 | 10 | 12.7 |  | 6.535 |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1187 | 104 | SI | 50.4 | 7.2 | 0.41 | 0.03 | T+ | 7 | 32.600 | 3.800 | 12 | 17 |  | 5.083 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
1188 | 104 | MK | 50.4 | 7.2 | 0.42 | 0.03 | T+ | 7 | 43.400 | 3.200 | 7 | 10.7 |  | 6.838 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1189 | 104 | HL | 50.5 | 7.1 | 0.47 | 0.05 | T+ | 3 | 50.500 | 4.900 | 10 | 16.9 |  | 8.071 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1190 | 104 | HB | 50.5 | 7.3 | 0.491 | 0.08 | T+ | 6 | 41.600 | 4.100 | 10 | 14.7 |  | 6.924 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
1191 | 105 | RK01 | 64.4 | 338.5 | 2.58 |  | T+ | 3 | 99.200 | 18.600 | 19 | 33.4 | 16.900 | 16.467 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1192 | 105 | RK04 | 64.4 | 338.5 | 2.58 |  | T+ | 5 | 16.600 | 6.900 | 42 | 72 | 4.100 | 4.018 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1194 | 105 | RK14 | 64.4 | 338.5 | 2.58 |  | T+ | 4 | 22.300 | 6.600 | 30 | 51 | 3.100 | 3.013 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1195 | 105 | RK16 | 64.4 | 338.5 | 2.58 |  | T+ | 3 | 12.900 | 3.100 | 24 | 43.7 | 1.900 | 1.797 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1199 | 105 | RK23 | 64.4 | 338.5 | 2.58 |  | T+ | 5 | 38.100 | 7.400 | 19 | 30.7 | 5.100 | 4.999 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1200 | 105 | RK24 | 64.4 | 338.5 | 2.58 |  | T+ | 4 | 32.100 | 3.800 | 12 | 19.3 | 4.500 | 4.300 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
1204 | 109 | RE07 | -21.0 | 55.5 | 0.076 |  | T+ | 3 | 29.233 | 0.577 | 2 | 3.4 |  | 6.011 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1205 | 109 | RE07bis | -21.0 | 55.5 | 0.076 |  | T+ | 4 | 33.600 | 10.270 | 30.6 | 52.9 |  | 6.468 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1206 | 109 | RE09bis | -21.0 | 55.5 | 0.077 |  | T+ | 3 | 43.733 | 9.624 | 22 | 39.7 |  | 8.690 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
1207 | 109 | RE10 | -21.0 | 55.5 | 0.078 |  | T+ | 5 | 47.400 | 9.238 | 19.5 | 30.8 |  | 9.817 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1209 | 109 | RE12 | -21.0 | 55.5 | 0.079 |  | T+ | 4 | 50.950 | 3.507 | 6.9 | 11.1 |  | 11.200 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1212 | 109 | RE15 | -21.0 | 55.5 | 0.081 |  | T+ | 3 | 52.500 | 2.587 | 4.9 | 8.5 |  | 11.710 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1214 | 109 | RE18 | -21.0 | 55.5 | 0.083 |  | T+ | 3 | 44.533 | 8.795 | 19.7 | 35.3 |  | 8.956 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1216 | 109 | RE23 | -21.0 | 55.5 | 0.087 |  | T+ | 3 | 50.267 | 9.079 | 18.1 | 32.1 |  | 11.108 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1220 | 109 | RE31 | -21.0 | 55.5 | 0.093 |  | T+ | 5 | 19.140 | 6.213 | 32.5 | 53.6 |  | 4.325 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
1221 | 109 | RE33 | -21.0 | 55.5 | 0.094 |  | T+ | 4 | 35.725 | 7.968 | 22.3 | 37.4 |  | 7.867 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1228 | 109 | RE46 | -21.0 | 55.5 | 0.106 |  | T+ | 3 | 57.333 | 4.839 | 8.4 | 14.7 |  | 11.430 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1231 | 109 | RE51 | -21.0 | 55.5 | 0.111 |  | T+ | 3 | 55.133 | 3.885 | 7 | 12.2 |  | 11.603 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1236 | 109 | RE59 | -21.0 | 55.5 | 0.12 |  | T+ | 3 | 45.233 | 2.902 | 6.4 | 11.1 |  | 8.708 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1239 | 109 | RE62 | -21.0 | 55.5 | 0.123 |  | T+ | 3 | 50.633 | 8.165 | 16.1 | 28.5 |  | 7.953 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1243 | 111 | 2489-12 | 9.6 | 255.8 | 0.074 | 0.003 | T+ | 4 | 8.500 | 0.200 | 2 | 3.8 | 2.100 |  | 2.1125763656 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1337 | 118 | 28 | 37.7 | 241.1 | 0.095 | 0.013 | T+ | 5 | 48.600 | 5.300 | 11 | 16.9 | 9.800 | 9.576 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1338 | 118 | 49 | 37.7 | 241.1 | 0.099 | 0.016 | T+ | 3 | 53.800 | 2.500 | 5 | 8.1 | 9.800 | 9.648 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2
1340 | 118 | 20 | 37.7 | 241.1 | 0.108 | 0.012 | T+ | 5 | 49.100 | 5.800 | 12 | 18.4 | 8.600 | 8.927 |  | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
1342 | 118 | 15 | 37.7 | 241.1 | 0.154 | 0.072 | T+ | 4 | 53.400 | 14.800 | 28 | 47.4 | 8.000 | 7.542 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2
1343 | 118 | 16 | 37.7 | 241.1 | 0.155 | 0.028 | T+ | 3 | 59.400 | 17.300 | 29 | 54.3 | 7.700 | 7.797 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2
1370 | 121 | VU21 | 38.4 | 15.3 | 0.104 | 0.006 | T+ | 3 | 33.767 | 4.912 | 14.5 | 25.5 |  | 6.613 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1372 | 121 | VU25 | 38.4 | 15.3 | 0.104 | 0.006 | T+ | 3 | 29.733 | 0.651 | 2.2 | 39.6 |  | 6.342 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1380 | 121 | G39 | 38.4 | 15.3 | 0.11 | 0.007 | T+ | 4 | 17.750 | 1.678 | 9.5 | 15.5 |  | 3.589 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2
1381 | 121 | VU38 | 38.4 | 15.3 | 0.135 | 0.004 | T+ | 4 | 26.475 | 5.265 | 19.9 | 33.2 |  | 4.763 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
